Order_ID,Customer_ID,Customer_Name,Age,Gender,City,Customer_Since,Category,Product,Quantity,Unit_Price,Discount,Total_Amount,Payment_Method,Order_Date,Delivery_Date,Delivery_Days,Order_Status,Rating,Return_Reason,Unnamed_Col
ORD00776,CUST0271,Geeta Reddy,33,Male,Surat,2022-07-26,Toys,Doll,1,641.65,0.28,461.99,Wallet,19/06/2022,2022-06-25,6,Returned,,Late Delivery,
ORD01052,CUST0371,Arjun Agarwal,45,Female,Mumbai,2022-04-04,Home & Kitchen,Mixer,4,3056.04,0.35,7945.7,  UPI  ,2022-11-01,2022-11-14,13,Shipped,,,
ORD00963,CUST0339,Ravi Patel,47,Male,Chennai,2022-01-31,Home & Kitchen,Bedsheet,1,1338.18,0.34,883.2,UPI,2023-05-07,2023-05-10,3,Returned,,Wrong Item Delivered,
ORD00041,CUST0013,Rahul Patel,49,Male,Nagpur,2022-07-03,Sports,Dumbbells,3,1879.87,0.25,4229.71,UPI,2022-07-22,2022-08-02,11,Returned,,Size Not Fit,
ORD00687,CUST0244,Rohan Verma,35,Male,Surat,2022-10-27,Toys,Doll,3,650.47,0.32,-500.0,Debit Card,2022-08-23,2022-09-07,15,Delivered,,,
ORD00073,CUST0022,Priya Patel,32,female,Lucknow,2022-12-31,Sports,Cycle,3,7619.95,0.15,19430.87,UPI,2023-10-09,2023-10-15,6,Pending,,,
ORD01092,CUST0384,Rahul Chauhan,63,Female,Chennai,2022-06-20,BEAUTY,Face Cream,1,522.76,0.34,345.02,Cash on Delivery,2024-05-14,2024-05-23,9,Pending,,,
ORD01100,CUST0387,Divya Nair,54,Male,Nagpur,2022-07-13,Toys,RC Car,2,1571.26,0.06,2953.97,Cash on Delivery,2022-12-26,2023-01-04,9,Returned,,,
ORD00563,CUST0197,Anjali Shah,39,Male,Surat,2022-06-03,Fashion,Dress,2,1575.32,0.04,3024.61,Net Banking,2023-10-28,2023-10-31,3,Cancelled,,,
ORD00085,CUST0028,Vikram Mehta,61,Male,Kolkata,2022-03-26,Fashion,T-Shirt,3,467.56,0.24,1066.04,Net Banking,21/05/2023,2023-05-29,8,Delivered,4.0,,
ORD00033,CUST0010,Tarun Yadav,53,Male,Chennai,2022-09-29,Books,Biography,3,467.84,0.22,1094.75,Credit Card,2022-09-15,2022-09-24,9,Delivered,4.0,,
ORD00788,CUST0275,Shweta Singh,24,Female,Lucknow,2022-10-05,Grocery,Biscuits,3,47.01,0.28,101.54,Net Banking,2023-05-13,2023-05-27,14,Delivered,,,
ORD00760,CUST0266,Anjali Verma,28,Male,Ahmedabad,2022-07-24,Books,Comic Book,2,170.02,0.16,285.63,UPI,2023-02-16,2023-02-28,12,Returned,,Defective Product,
ORD00492,CUST0173,Amit Joshi,63,Male,Mumbai,2022-06-20,Grocery,Coffee,3,387.31,0.31,801.73,Net Banking,2023-02-26,2023-02-28,2,Delivered,2.0,,
ORD00192,CUST0067,Jyoti Gupta,30,Male,Ahmedabad,2022-02-24,Toys,Board Game,4,1166.29,0.17,3872.08,Net Banking,2023-12-10,2023-12-16,6,Cancelled,,,
ORD00510,CUST0179,Tarun Bose,22,Male,Bangalore,2022-08-01,Grocery,Biscuits,1,55.1,0.34,36.37,UPI,2022-08-27,2022-09-11,15,Delivered,2.0,,
ORD01032,CUST0364,Vikram Saxena,29,Female,Lucknow,2022-02-28,Grocery,Rice,2,101.71,0.24,154.6,  Net Banking  ,2023-05-26,2023-05-31,5,Cancelled,,,
ORD00352,CUST0125,Anil Hegde,18,Male,Kolkata,2022-07-09,Beauty,Serum,3,719.06,0.17,1790.46,Credit Card,2023-04-23,2023-05-04,11,Delivered,4.0,,
ORD00278,CUST0098,Divya Tiwari,55,Female,Bangalore,2022-10-06,Books,Novel,3,306.69,0.22,717.65,Cash on Delivery,2024-02-23,2024-03-03,9,Cancelled,,,
ORD00377,CUST0134,Lata Agarwal,24,Female,Pune,2022-12-26,Grocery,Dal,3,146.67,0.15,374.01,Debit Card,2023-09-10,2023-09-13,3,Delivered,1.0,,
ORD00696,CUST0247,Kavya Dubey,37,Female,Pune,2022-04-17,Home & Kitchen,Water Bottle,4,454.71,0.12,1600.58,Wallet,2023-01-17,2023-01-22,5,Pending,,,
ORD00475,CUST0165,Gaurav Reddy,41,Male,Lucknow,2022-08-13,Beauty,Lipstick,3,398.42,0.05,1135.5,Wallet,2022-09-13,2022-09-26,13,Delivered,,,
ORD00071,CUST0021,Archana Saxena,23,Male,Pune,2022-03-18,Sports,Yoga Mat,1,831.87,0.18,682.13,Net Banking,15/11/2022,2022-11-25,10,Returned,,Changed Mind,
ORD00533,CUST0187,Ajay Chauhan,36,Female,Jaipur,2022-09-14,Grocery,Tea,2,233.31,0.29,331.3,Cash on Delivery,2023-11-20,2023-11-26,6,Delivered,2.0,,
ORD00880,CUST0312,Rekha Gupta,18,Female,Ahmedabad,2022-12-30,Beauty,Perfume,1,1846.71,0.02,1809.78,UPI,2023-03-26,2023-04-05,10,Returned,,,
ORD00734,CUST0259,Ritu Tiwari,28,Male,Nagpur,2022-04-29,Books,Textbook,4,597.44,0.32,1625.04,Net Banking,2024-02-21,2024-03-07,15,Returned,,Size Not Fit,
ORD00583,CUST0205,Sneha Reddy,28,Female,Surat,2022-11-28,Fashion,Kurta,3,692.77,0.07,1932.83,Credit Card,2022-09-28,2022-10-04,6,Returned,,Not As Described,
ORD00916,CUST0323,Rahul Sharma,23,Male,Pune,2022-02-21,Books,Self-Help,4,439.9,0.01,1742.0,Net Banking,2023-09-19,2023-10-01,12,Delivered,4.0,,
ORD00661,CUST0233,Vinod Reddy,36,Female,Pune,2022-01-02,Sports,Badminton Racket,0,1564.22,0.25,4692.66,UPI,2023-04-08,2023-04-15,7,Delivered,2.0,,
ORD00133,CUST0045,Poornima Srivastava,42,Male,Pune,2022-09-04,Books,Self-Help,3,366.42,0.27,802.46,Credit Card,2023-08-15,2023-08-28,13,Returned,,Changed Mind,
ORD00223,CUST0077,Lata Khan,24,Female,Pune,2022-03-04,Sports,Dumbbells,3,1928.67,0.08,5323.13,Cash on Delivery,2022-09-24,2022-09-25,1,Returnd,,,
ORD00748,CUST0263,Nitin Hegde,56,Female,Nagpur,2022-12-31,Sports,Badminton Racket,4,1389.31,0.24,4223.5,Debit Card,2023-06-12,2023-06-17,5,Delivered,4.0,,
ORD00268,CUST0095,Neha Chauhan,60,Male,Nagpur,2022-01-16,Sports,Cricket Bat,4,2297.35,0.06,8638.04,Cash on Delivery,2023-08-26,2023-08-29,3,Cancelled,,,
ORD00866,CUST0307,Preeti Hegde,46,Female,Mumbai,2022-04-08,Grocery,Dal,2,129.92,0.31,179.29,UPI,2022-12-25,2023-01-08,14,Cancelled,,,
ORD00082,CUST0027,Seema Nair,18,Male,Surat,2022-02-25,Toys,Puzzle,1,-500.0,0.14,307.61,Cash on Delivery,2023-03-20,2023-03-22,2,Delivered,3.0,,
ORD00854,CUST0303,Sneha Kapoor,52,Female,Chennai,2022-07-20,Electronics,Mobile,4,25249.1,0.31,69687.52,Credit Card,2022-12-29,2023-01-09,11,Returned,,Changed Mind,
ORD00116,CUST0038,Ritu Mishra,21,Female,Delhi,2022-12-26,Grocery,Dal,2,166.83,0.08,306.97,UPI,2022-12-30,2023-01-05,6,Delivered,3.0,,
ORD00983,CUST0346,Anil Agarwal,25,Male,Surat,2022-03-03,Beauty,Sunscreen,1,384.79,0.15,327.07,Wallet,2023-01-13,2023-01-24,11,Returned,,Not As Described,
ORD00790,CUST0276,Anil Nair,0,Male,Mumbai,2022-07-28,Grocery,Rice,1,93.44,0.18,76.62,Cash on Delivery,2023-02-10,2023-02-18,8,Cancelled,,,
ORD00209,CUST0072,Harish Dubey,64,Male,Pune,2022-10-14,Toys,Lego Set,1,2350.44,0.14,2021.38,Debit Card,2023-02-11,2023-02-17,6,Returned,,Size Not Fit,
ORD00981,CUST0346,Anil Agarwal,25,Male,Surat,2022-03-03,Home & Kitchen,Pressure Cooker,2,2204.48,0.18,3615.35,Debit Card,2023-12-25,2023-12-26,1,Cancelled,,,
ORD00095,CUST0031,Raj Iyer,23,Female,Chennai,2022-04-10,Home & Kitchen,Mixer,4,3942.68,0.26,11670.33,Net Banking,2023-09-25,2023-10-04,9,Returned,,Size Not Fit,
ORD00345,CUST0123,Sonal Desai,0,Female,Delhi,2022-01-22,Toys,Board Game,2,1067.26,0.02,2091.83,UPI,2022-06-23,2022-07-02,9,Returned,,Changed Mind,
ORD00397,CUST0141,Seema Kapoor,29,Female,Delhi,2022-07-06,Electronics,Smartwatch,1,7667.96,0.06,7207.88,UPI,2022-09-23,2022-09-25,2,Delivered,4.0,,
ORD00478,CUST0167,Gaurav Malhotra,53,Male,kolkata,2022-07-12,Grocery,Cooking Oil,1,170.71,0.22,133.15,Wallet,2023-10-04,2023-10-09,5,Cancelled,,,
ORD00645,CUST0227,Rohan Kapoor,63,Female,Chennai,2022-08-05,Home & Kitchen,Bedsheet,4,1153.14,0.0,4612.56,Wallet,2024-03-18,2024-04-02,15,Delivered,2.0,,
ORD01058,CUST0373,Sonal Patel,24,Female,Mumbai,2022-06-22,Sports,Badminton Racket,2,1410.87,0.12,2483.13,Net Banking,2024-02-29,2024-03-02,2,Delivered,5.0,,
ORD01046,CUST0370,Geeta Mishra,26,Male,Kolkata,2022-10-12,Fashion,Handbag,1,2792.81,0.11,2485.6,UPI,2023-10-02,2023-10-09,7,Delivered,5.0,,
ORD00739,CUST0260,Vinod Saxena,44,Female,Delhi,2022-09-23,Electronics,Headphones,2,3972.42,0.23,6117.53,Credit Card,2023-08-02,2023-08-10,8,Delivered,2.0,,
ORD01105,CUST0389,Vijay Patel,28,Female,surat,2022-07-07,Grocery,Biscuits,4,44.01,0.31,121.47,Debit Card,2023-01-03,2023-01-04,1,Delivered,3.0,,
ORD00855,CUST0303,Sneha Kapoor,52,Female,Chennai,2022-07-20,Books,Biography,4,493.73,0.25,1481.19,UPI,2023-09-03,2023-09-09,6,Cancelled,,,
ORD00881,CUST0312,Rekha Gupta,18,Female,Ahmedabad,2022-12-30,Sports,Cricket Bat,2,2558.99,0.13,4452.64,Credit Card,12/03/2023,2023-03-20,8,Delivered,1.0,,
ORD00589,CUST0207,Kavita Verma,60,Female,Hyderabad,2022-10-17,Home & Kitchen,Pressure Cooker,2,1779.43,0.14,3060.62,Wallet,2024-04-07,2024-04-12,5,Pending,,,
ORD00007,CUST0003,Tarun Pandey,50,Male,Hyderabad,2022-01-15,Home & Kitchen,Bedsheet,1,1210.58,0.24,920.04,UPI,2022-06-16,2022-06-28,12,Returned,,Size Not Fit,
ORD00477,CUST0166,Sonal Rao,51,Female,Surat,2022-12-09,Toys,Lego Set,4,2676.77,0.27,7816.17,Credit Card,2022-06-30,2022-07-12,12,Cancelled,,,
ORD01076,CUST0378,Nisha Joshi,35,Male,Ahmedabad,2022-05-05,Fashion,Saree,4,2576.22,0.1,9274.39,Credit Card,2023-07-06,2023-07-19,13,Delivered,1.0,,
ORD00730,CUST0258,Raj Agarwal,0,Male,Ahmedabad,2022-05-03,Books,Textbook,2,541.02,0.29,768.25,Net Banking,2022-07-26,2022-08-03,8,Cancelled,,,
ORD00656,CUST0231,Vikram Agarwal,43,Female,mumbai,2022-01-06,Toys,Action Figure,4,775.33,0.16,2605.11,Debit Card,2022-06-21,2022-06-28,7,Delivered,,,
ORD00952,CUST0336,Sonal Patel,63,Male,Delhi,2022-03-10,Books,Textbook,1,663.92,0.03,644.0,Wallet,2022-06-23,2022-06-30,7,Cancelled,,,
ORD01000,CUST0352,Sonal Pillai,41,Male,Mumbai,2022-12-17,Sports,Yoga Mat,4,868.58,0.14,2987.92,Wallet,2022-11-08,2022-11-13,5,Returned,,Changed Mind,
ORD00027,CUST0008,Seema Mehta,65,Female,Delhi,2022-02-18,Sports,Yoga Mat,1,719.49,0.06,676.32,Cash on Delivery,2024-05-05,2024-05-15,10,Cancelled,,,
ORD00671,CUST0238,Shweta Mishra,64,Female,Delhi,2022-01-01,Electronics,Headphones,2,3719.02,0.22,5801.67,Net Banking,2023-07-20,2023-07-29,9,Cancelled,,,
ORD00370,CUST0131,Bhavna Agarwal,29,Female,Pune,2022-10-10,Fashion,T-Shirt,4,523.78,0.09,1906.56,Cash on Delivery,2024-01-07,2024-01-12,5,Returned,,Defective Product,
ORD00702,CUST0249,Ashish Yadav,32,Male,Pune,2022-02-25,Grocery,Dal,4,157.78,2.0,586.94,Cash on Delivery,2024-05-10,2024-05-24,14,Cancelled,,,
ORD00398,CUST0141,Seema Kapoor,29,Female,Delhi,2022-07-06,Toys,Doll,2,595.98,0.07,1108.52,Wallet,2023-05-22,2023-06-05,14,Returned,,Better Price Available,
ORD01097,CUST0386,Seema Nair,39,female,Mumbai,2022-12-22,Toys,Action Figure,2,749.01,0.28,1078.57,Net Banking,2023-09-26,2023-10-08,12,Delivered,5.0,,
ORD00814,CUST0285,Sandeep Reddy,24,,,2022-01-30,Sports,Dumbbells,2,1939.11,0.07,3606.74,,2023-08-24,2023-08-25,1,Delivered,,,
ORD00686,CUST0244,Rohan Verma,35,Male,Surat,2022-10-27,Fashion,Jacket,4,2260.9,0.33,6059.21,Cash on Delivery,2023-01-06,2023-01-13,7,Delivered,4.0,,
ORD00464,CUST0161,Pankaj Rao,22,Female,Ahmedabad,2022-11-29,Fashion,T-Shirt,3,443.95,0.05,1265.26,Credit Card,2023-02-21,2023-02-23,2,Delivered,5.0,,
ORD00654,CUST0230,Amit Pillai,55,Female,Mumbai,2022-01-17,Books,Biography,1,407.4,0.05,387.03,UPI,2022-12-03,2022-12-15,12,Delivered,5.0,,
ORD00233,CUST0082,Divya Srivastava,65,,,2022-11-05,Sports,Badminton Racket,0,1606.27,0.25,2409.4,,2024-02-27,2024-03-07,9,Delivered,,,
ORD01072,CUST0377,Pooja Sharma,18,Male,Ahmedabad,2022-03-22,Beauty,Shampoo,2,341.33,0.29,484.69,Cash on Delivery,2022-08-20,2022-08-27,7,Delivered,2.0,,
ORD00985,CUST0347,Swati Mishra,65,,,2022-01-21,Toys,Doll,2,564.1,0.09,1026.66,,2023-12-07,2023-12-12,5,Shipped,,,
ORD00029,CUST0008,Seema Mehta,65,Female,Delhi,2022-02-18,Books,Self-Help,4,423.21,0.14,1455.84,Net Banking,2022-12-26,2023-01-04,9,Delivered,,,
ORD01090,CUST0382,Sonal Srivastava,20,Male,Jaipur,2022-05-20,Sports,Football,3,586.89,0.29,1250.08,UPI,15/02/2023,2023-02-16,1,Pending,,,
ORD00484,CUST0169,Rohan Gupta,35,Female,Pune,2022-09-06,Sports,Cycle,2,7159.71,0.12,12601.09,Credit Card,2022-09-27,2022-10-12,15,Delivered,4.0,,
ORD00120,CUST0039,Geeta Singh,41,Female,surat,2022-11-14,Grocery,Tea,3,244.25,0.23,564.22,Net Banking,2023-02-16,2023-02-27,11,Delivered,3.0,,
ORD00289,CUST0104,Sonal Pillai,63,Female,Mumbai,2022-04-13,Toys,Board Game,2,1368.83,0.22,2135.37,Net Banking,2023-06-09,2023-06-17,8,Returned,,Wrong Item Delivered,
ORD00626,CUST0220,Sunita Khan,41,Male,Lucknow,2022-12-29,Electronics,Headphones,1,3772.15,0.34,2489.62,Debit Card,2023-11-18,2023-11-26,8,Returned,,Wrong Item Delivered,
ORD00778,CUST0272,Kiran Desai,22,Female,Mumbai,2022-11-20,Electronics,Camera,1,33771.51,0.1,30394.36,Net Banking,2022-12-23,2022-12-24,1,Delivered,4.0,,
ORD00373,CUST0132,Rekha Desai,56,Male,Pune,2022-08-03,Books,Biography,4,461.09,2.0,1659.92,  Net Banking  ,04/09/2023,2023-09-16,12,Pending,,,
ORD00451,CUST0157,Rekha Mishra,60,Male,Mumbai,2022-11-14,ELECTRONICS,Mobile,3,24924.79,0.2,59819.5,UPI,2024-03-19,2024-04-03,15,Delivered,2.0,,
ORD00890,CUST0314,Ajay Saxena,64,Female,Bangalore,2022-01-31,Toys,Puzzle,1,397.25,0.07,369.44,UPI,2023-09-20,2023-09-24,4,Delivered,5.0,,
ORD00982,CUST0346,Anil Agarwal,25,Male,Surat,2022-03-03,Books,Biography,4,483.24,2.0,1353.07,UPI,2024-03-03,2024-03-08,5,Cancelled,,,
ORD00519,CUST0181,Kavya Patel,35,Female,Pune,2022-02-10,Grocery,Dal,3,152.24,0.12,401.91,Wallet,2023-08-28,2023-09-09,12,Delivered,5.0,,
ORD00829,CUST0292,Jyoti Verma,30,Female,Kolkata,2022-03-28,Sports,Yoga Mat,4,785.93,0.1,2829.35,Wallet,2023-09-28,2023-09-30,2,Cancelled,,,
ORD00079,CUST0025,Anil Agarwal,35,Female,Ahmedabad,2022-04-07,Sports,Yoga Mat,3,812.62,0.2,1950.29,UPI,2023-01-23,2023-01-30,7,Delivered,5.0,,
ORD00500,CUST0176,Vivek Saxena,43,Male,Surat,2022-10-28,Home & Kitchen,Air Fryer,4,5441.16,0.09,19805.82,Cash on Delivery,2022-07-27,2022-07-29,2,Returned,,Defective Product,
ORD00862,CUST0305,Sunita Mehta,57,Male,Hyderabad,2022-11-01,Books,Cook Book,1,513.65,0.21,405.78,Debit Card,2024-04-12,2024-04-22,10,Delivered,1.0,,
ORD01022,CUST0358,Sunita Trivedi,30,Male,Ahmedabad,2022-07-25,Grocery,Tea,1,244.58,0.08,225.01,UPI,2023-06-15,2023-06-29,14,Delivered,2.0,,
ORD00016,CUST0005,Rohan Verma,23,Female,jaipur,2022-08-29,Beauty,Sunscreen,3,369.43,0.06,1041.79,Credit Card,2023-12-01,2023-12-14,13,Delivered,5.0,,
ORD00998,CUST0351,Pooja Sharma,26,Male,Nagpur,2022-08-22,Home & Kitchen,Air Fryer,3,5517.41,0.12,14565.96,Cash on Delivery,2023-09-20,2023-09-22,2,Delivered,2.0,,
ORD00704,CUST0250,Rohan Pillai,60,Female,Nagpur,2022-12-31,Electronics,Mobile,3,22580.59,0.26,50128.91,Net Banking,2023-07-21,2023-07-31,10,Cancelled,,,
ORD00284,CUST0102,Nisha Pandey,51,male,Ahmedabad,2022-02-14,Sports,Football,1,615.06,0.32,418.24,Wallet,2023-04-25,2023-05-02,7,Delivered,3.0,,
ORD00607,CUST0214,Sachin Sharma,28,Male,Hyderabad,2022-04-13,Electronics,Smartwatch,2,7106.72,0.34,9380.87,Debit Card,2024-05-02,2024-05-08,6,Pending,,,
ORD00597,CUST0209,Raj Mehta,41,Female,Hyderabad,2022-08-07,SPORTS,Yoga Mat,1,823.29,0.3,576.3,Debit Card,2023-04-24,2023-04-26,2,Pending,,,
ORD00660,CUST0232,Anil Dubey,25,Female,Hyderabad,2022-07-10,Fashion,T-Shirt,3,433.1,0.19,1052.43,  Wallet  ,2023-04-14,2023-04-22,8,Pending,,,
ORD00489,CUST0171,Anil Malhotra,43,Male,Lucknow,2022-05-07,Toys,Board Game,4,1199.2,0.34,3165.89,UPI,2024-04-25,2024-04-26,1,Delivered,,,
ORD00437,CUST0152,Smita Pandey,31,Male,Pune,2022-06-28,Books,Textbook,2,540.17,0.3,756.24,Credit Card,2023-09-03,2023-09-11,8,Delivered,2.0,,
ORD00647,CUST0228,Deepak Saxena,46,Male,Chennai,2022-11-09,Toys,RC Car,4,1666.64,0.26,4933.25,Debit Card,2023-03-28,2023-04-12,15,Returned,,Better Price Available,
ORD00676,CUST0240,Sunita Desai,35,Female,Mumbai,2022-08-26,Books,Self-Help,3,353.05,0.17,879.09,Debit Card,2022-07-24,2022-08-02,9,Delivered,4.0,,
ORD00698,CUST0248,Ashish Joshi,64,Male,Pune,2022-04-26,Beauty,Perfume,1,1796.94,0.3,1257.86,  Wallet  ,2024-05-20,2024-06-02,13,Delivered,3.0,,
ORD01005,CUST0353,Ashish Trivedi,23,,,2022-02-18,Sports,Cycle,3,7760.55,0.29,16529.97,,2024-02-16,2024-02-25,9,Delivered,,,
ORD00135,CUST0045,Poornima Srivastava,42,Male,Pune,2022-09-04,Fashion,Shoes,1,1913.86,2.0,1875.58,UPI,2024-01-02,2024-01-12,10,Delivered,,,
ORD00106,CUST0035,Kavita Verma,27,Male,Chennai,2022-12-23,Beauty,Face Cream,4,536.55,0.09,1953.04,Credit Card,2023-07-04,2023-07-18,14,Cancelled,,,
ORD00836,CUST0294,Priya Trivedi,24,Female,Mumbai,2022-12-14,HOME & KITCHEN,Water Bottle,2,398.14,0.23,613.14,UPI,2023-08-16,2023-08-28,12,Delivered,5.0,,
ORD00803,CUST0282,Archana Mishra,36,Female,Lucknow,2022-07-18,Grocery,Dal,4,169.57,0.1,610.45,Wallet,2022-07-03,2022-07-05,2,Delivered,2.0,,
ORD00126,CUST0042,Pooja Patel,42,Male,Mumbai,2022-11-23,Toys,Puzzle,4,410.77,0.01,1626.65,Net Banking,2023-11-22,2023-11-26,4,Delivered,5.0,,
ORD01131,CUST0399,Jyoti Agarwal,64,Female,Chennai,2022-03-14,Fashion,Saree,4,2622.15,0.23,8076.22,UPI,2023-05-05,2023-05-20,15,Returned,,Defective Product,
ORD00852,CUST0301,Jyoti Reddy,63,Female,Kolkata,2022-02-06,Toys,Action Figure,2,830.66,0.1,1495.19,Wallet,2024-01-20,2024-02-04,15,Cancelled,,,
ORD00542,CUST0190,Seema Pandey,49,Female,Jaipur,2022-11-18,Sports,Cricket Bat,1,2409.38,0.11,2144.35,Cash on Delivery,2024-05-28,2024-05-31,3,Delivered,4.0,,
ORD00566,CUST0197,Anjali Shah,39,Male,Surat,2022-06-03,Toys,Doll,3,517.74,0.29,1102.79,Debit Card,2023-09-04,2023-09-13,9,Delivered,1.0,,
ORD00385,CUST0138,Sneha Hegde,60,Female,Ahmedabad,2022-09-22,Grocery,Spices,4,70.56,0.21,222.97,Cash on Delivery,07/05/2024,2024-05-08,1,Delivered,2.0,,
ORD00685,CUST0243,Ajay Yadav,47,Male,Jaipur,2022-10-11,Beauty,Perfume,4,1873.3,0.11,6668.95,Credit Card,2024-02-07,2024-02-10,3,Cancelled,,,
ORD00162,CUST0057,Vivek Chauhan,52,Female,Ahmedabad,2022-09-08,Beauty,Sunscreen,4,370.74,0.34,978.75,UPI,2023-07-05,2023-07-12,7,Delivered,3.0,,
ORD00619,CUST0217,Vinod Singh,39,Female,Surat,2022-02-10,Home & Kitchen,Air Fryer,2,4512.75,0.19,7310.66,Credit Card,2022-10-20,2022-10-30,10,Cancelled,,,
ORD00200,CUST0069,Pankaj Desai,49,Female,Hyderabad,2022-07-27,Toys,Lego Set,1,2760.98,0.1,2484.88,Wallet,2023-09-18,2023-09-27,9,Delivered,3.0,,
ORD00710,CUST0253,Jyoti Hegde,30,Male,Jaipur,2022-09-26,Sports,Cycle,4,9075.68,0.05,34487.58,Debit Card,2023-04-24,2023-04-26,2,Delivered,5.0,,
ORD00374,CUST0132,Rekha Desai,56,Male,Pune,2022-08-03,Sports,Cycle,4,7485.83,0.17,24852.96,Debit Card,2024-04-06,2024-04-14,8,Shipped,,,
ORD00120,CUST0039,Geeta Singh,41,Female,Surat,2022-11-14,GROCERY,Tea,3,244.25,0.23,564.22,Net Banking,2023-02-16,2023-02-27,11,Delivered,3.0,,
ORD00937,CUST0330,Gaurav Hegde,51,Female,Bangalore,2022-06-01,Sports,Cricket Bat,3,2610.82,0.1,7049.21,Credit Card,2023-03-02,2023-03-08,6,Pending,,,
ORD00081,CUST0026,Priya Kapoor,49,Male,Mumbai,2022-01-10,Beauty,Sunscreen,2,342.3,0.03,664.06,Wallet,2023-04-25,2023-05-10,15,Pending,,,
ORD00503,CUST0177,Swati Sharma,55,,,2022-05-30,Sports,Cricket Bat,1,2218.85,0.03,2152.28,,2023-07-12,2023-07-24,12,Delivered,,,
ORD01070,CUST0377,Pooja Sharma,18,Male,Ahmedabad,2022-03-22,Beauty,Sunscreen,3,397.77,0.3,835.32,Cash on Delivery,2024-01-28,2024-02-07,10,Returned,,Not As Described,
ORD00910,CUST0321,Kavita Rao,65,Female,Pune,2022-11-28,Home & Kitchen,Water Bottle,4,370.16,0.17,1228.93,Net Banking,2023-10-13,2023-10-15,2,Delivered,2.0,,
ORD00375,CUST0133,Suresh Bose,42,Female,Pune,2022-01-21,Sports,Football,4,642.89,0.29,1825.81,  UPI  ,2022-10-22,2022-11-04,13,Shipped,,,
ORD00212,CUST0073,Divya Reddy,40,Female,Mumbai,2022-10-07,Electronics,Headphones,1,3805.38,0.29,2701.82,Cash on Delivery,2023-07-01,2023-07-02,1,Pending,,,
ORD00618,CUST0217,Vinod Singh,39,Female,surat,2022-02-10,Beauty,Perfume,2,2081.59,0.33,2789.33,Net Banking,2024-04-06,2024-04-18,12,Delivered,2.0,,
ORD00935,CUST0330,Gaurav Hegde,51,Female,Bangalore,2022-06-01,Electronics,Smartwatch,4,8954.76,0.15,30446.18,Debit Card,27/04/2024,2024-05-05,8,Delivered,,,
ORD00119,CUST0039,Geeta Singh,41,Female,Surat,2022-11-14,Fashion,T-Shirt,2,440.61,0.17,731.41,Cash on Delivery,2022-12-29,2023-01-13,15,Returned,,Not As Described,
ORD00800,CUST0281,Pooja Desai,27,Female,Hyderabad,2022-11-03,Beauty,Serum,4,879.37,0.07,3271.26,  Debit Card  ,2023-01-12,2023-01-25,13,Pending,,,
ORD00468,CUST0163,Vikram Srivastava,60,Male,Bangalore,2022-09-05,Beauty,Serum,3,758.37,0.22,1774.59,Net Banking,2023-09-14,2023-09-15,1,Returned,,,
ORD01108,CUST0391,Lata Malhotra,19,Male,Delhi,2022-11-12,Toys,RC Car,4,1466.91,0.04,5632.93,Cash on Delivery,2022-07-25,2022-07-28,3,Returned,,Wrong Item Delivered,
ORD00842,CUST0296,Vivek Iyer,45,Female,Surat,2022-01-31,Beauty,Lipstick,1,410.86,0.25,308.14,UPI,2023-04-04,2023-04-15,11,Delivered,,,
ORD00378,CUST0135,Divya Kapoor,53,Male,Pune,2022-07-25,Beauty,Lipstick,4,446.63,0.34,1179.1,Net Banking,2022-12-13,2022-12-21,8,Cancelled,,,
ORD00496,CUST0175,Deepak Shah,41,Male,Ahmedabad,2022-11-25,Electronics,Tablet,1,20584.91,0.29,14615.29,Net Banking,2023-01-21,2023-01-22,1,Pending,,,
ORD00809,CUST0284,Rohan Saxena,33,Male,Chennai,2022-03-03,Toys,Doll,3,543.05,0.1,1466.23,Net Banking,2023-02-11,2023-02-12,1,Returned,,Better Price Available,
ORD00670,CUST0237,Gaurav Iyer,40,Female,Surat,2022-11-04,Sports,Yoga Mat,3,839.5,0.0,2518.5,Debit Card,2022-11-12,2022-11-22,10,Delivered,3.0,,
ORD00259,CUST0092,Smita Reddy,18,male,Hyderabad,2022-05-18,Home & Kitchen,Curtain,1,857.54,0.25,643.15,Credit Card,2022-10-21,2022-11-02,12,Delivered,,,
ORD00293,CUST0106,Pooja Verma,53,Male,Jaipur,2022-10-28,Home & Kitchen,Air Fryer,2,4297.16,0.02,8422.43,Debit Card,2023-01-19,2023-01-23,4,Deliverd,4.0,,
ORD00272,CUST0096,Neha Dubey,45,Female,Bangalore,2022-07-22,Fashion,Kurta,4,730.23,0.11,2599.62,Wallet,2023-08-13,2023-08-28,15,Shipped,,,
ORD00128,CUST0043,Raj Saxena,56,Female,Surat,2022-03-31,Home & Kitchen,Water Bottle,1,375.46,0.18,307.88,Cash on Delivery,2023-01-10,2023-01-14,4,Cancelled,,,
ORD00102,CUST0033,Smita Pillai,50,Female,Hyderabad,2022-07-13,Electronics,Speaker,3,4061.55,0.07,11331.72,UPI,2023-07-20,2023-07-29,9,Returned,,Better Price Available,
ORD00358,CUST0127,Vinod Saxena,51,Male,Kolkata,2022-12-17,Grocery,Rice,3,91.29,0.14,235.53,Wallet,2024-02-24,2024-02-29,5,Delivered,,,
